CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
161,Attrited Customer,42,M,1,Uneducated,Single,$120K +,Blue,39,4,3,1,30768.0,0,21184.0,1.045,2802,41,0.764,0.0,0.99099,0.00601
162,Existing Customer,49,F,2,Graduate,Married,Unknown,Blue,41,6,1,1,8366.0,1086,7903.0,0.675,4231,66,0.911,0.18,3.315e-05,0.99997
163,Attrited Customer,27,M,1,Graduate,Single,$40K - $60K,Blue,18,6,1,2,1613.0,1073,395.0,0.342,1620,30,0.242,0.776,0.99135,0.01165
164,Existing Customer,48,M,4,Uneducated,Married,$80K - $120K,Blue,36,3,1,3,26094.0,1723,25171.0,0.802,5134,76,0.569,0.052,9.944e-05,0.9999
165,Existing Customer,29,M,1,Graduate,Divorced,Less than $40K,Blue,28,4,3,4,2960.0,1755,430.0,0.636,2843,74,0.531,0.849,0.00045483,0.99955
166,Existing Customer,34,F,2,Uneducated,Single,Less than $40K,Blue,36,6,2,3,2372.0,1086,1193.0,0.579,5087,88,0.713,0.427,0.00019683,0.9998
167,Existing Customer,61,M,0,Uneducated,Single,$40K - $60K,Blue,47,2,2,1,9653.0,1816,7609.0,0.566,7420,83,0.508,0.152,5.483e-05,0.99995
168,Existing Customer,53,M,3,College,Married,$80K - $120K,Blue,47,6,3,1,21785.0,0,21760.0,0.747,3539,82,0.965,0.0,0.00012373,0.99988
169,Existing Customer,35,M,1,Uneducated,Married,$120K +,Blue,23,4,3,3,21702.0,1450,20041.0,0.591,1509,43,0.586,0.063,0.00027607,0.99972
170,Existing Customer,36,F,3,Uneducated,Unknown,Unknown,Blue,24,5,1,0,23793.0,0,23298.0,0.816,4746,70,1.043,0.0,2.176e-05,0.99998
171,Existing Customer,38,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,5,2,3,5282.0,1368,3984.0,0.674,1115,23,0.529,0.292,0.00022077,0.99978
172,Existing Customer,54,F,5,Uneducated,Married,$40K - $60K,Blue,38,3,2,1,2273.0,1779,946.0,0.999,4755,67,0.864,0.76,7.324e-05,0.99993
173,Existing Customer,47,M,4,Graduate,Married,$80K - $120K,Blue,32,4,3,4,17044.0,1563,15169.0,0.59,3953,65,0.681,0.086,0.00055536,0.99944
174,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,21,2,1,2,1929.0,1147,410.0,0.862,5168,79,0.936,0.791,6.389e-05,0.99994
175,Attrited Customer,58,F,1,Graduate,Married,Less than $40K,Blue,49,3,3,3,4603.0,0,4688.0,0.725,2473,41,0.357,0.0,0.99671,0.00329278
176,Existing Customer,64,M,0,High School,Single,$60K - $80K,Blue,55,3,2,4,13975.0,1982,11427.0,0.645,4451,70,0.925,0.142,0.00023691,0.99976
177,Existing Customer,40,F,5,Unknown,Married,Less than $40K,Blue,28,2,2,3,3493.0,2025,1043.0,0.543,4330,69,0.715,0.606,0.00021724,0.99978
178,Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,40,4,1,1,4105.0,989,3245.0,0.587,3747,59,0.882,0.21,3.712e-05,0.99996
179,Attrited Customer,57,F,3,Graduate,Single,Less than $40K,Blue,51,5,5,3,1438.3,622,585.3,0.615,2329,42,0.438,0.491,0.9979,0.00210015
180,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Blue,36,3,1,2,2122.0,0,2023.0,0.748,4113,73,0.857,0.0,5.363e-05,0.99995
181,Existing Customer,57,F,1,High School,Married,Less than $40K,Blue,37,1,3,3,2248.0,1453,705.0,0.709,4731,84,0.647,0.673,0.00027005,0.99973
182,Existing Customer,53,M,2,High School,Single,$60K - $80K,Blue,41,4,1,1,4222.0,2149,2448.0,0.689,1265,43,1.044,0.437,3.32e-05,0.99997
183,Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,25,5,4,2,1997.0,1147,996.0,0.604,2983,64,0.415,0.507,0.00023547,0.99976
184,Attrited Customer,59,M,1,Graduate,Single,$60K - $80K,Blue,50,3,1,5,7542.0,591,6741.0,0.719,10913,60,0.828,0.117,0.99944,0.00084087
185,Existing Customer,53,F,2,College,Divorced,Unknown,Blue,36,5,2,2,10206.0,0,10821.0,0.931,4880,68,0.6,0.0,0.00011065,0.99989
186,Attrited Customer,55,M,3,College,Single,$40K - $60K,Blue,43,3,3,4,1438.3,788,618.3,0.672,2124,33,0.581,0.563,0.99812,0.00188357
187,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,31,3,1,3,7350.0,1396,5292.0,0.695,4913,83,0.762,0.236,9.344e-05,0.99991
188,Attrited Customer,40,M,4,Unknown,Single,$80K - $120K,Blue,34,2,2,2,12874.0,327,12595.0,0.97,4511,50,0.432,0.068,0.99223,0.00577
189,Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,34,5,1,3,3359.0,1411,2063.0,0.444,1478,39,0.806,0.458,8.727e-05,0.99991
190,Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,36,6,4,2,4046.0,1127,2509.0,0.464,4490,78,0.544,0.39,0.00020734,0.99979
191,Existing Customer,44,M,4,High School,Divorced,$60K - $80K,Blue,40,6,3,3,1469.0,1078,275.0,0.803,4899,63,0.411,0.793,0.00030842,0.99969
192,Existing Customer,57,M,3,High School,Divorced,$40K - $60K,Blue,44,5,4,3,1438.3,0,1438.0,0.73,5173,83,0.612,0.0,0.00030546,0.99969
193,Attrited Customer,58,F,1,High School,Single,Less than $40K,Silver,37,4,2,3,13194.0,0,13282.0,0.684,2812,41,0.516,0.0,0.99442,0.00558
194,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,4,3,2,3781.0,2063,1078.0,0.538,4650,82,0.758,0.658,0.00021035,0.99979
195,Existing Customer,33,F,2,Graduate,Married,$40K - $60K,Blue,27,3,3,3,2709.0,1337,1726.0,0.974,4716,77,1.086,0.428,0.00030251,0.9997
196,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,37,4,2,3,6294.0,1958,3591.0,0.759,3888,75,0.556,0.368,0.00019864,0.9998
197,Existing Customer,36,F,2,Uneducated,Single,$40K - $60K,Blue,34,3,2,3,8142.0,695,7348.0,0.492,1212,34,0.294,0.045,0.00019683,0.9998
198,Existing Customer,35,F,2,Graduate,Divorced,Less than $40K,Blue,18,5,2,3,1438.3,0,1438.3,0.731,4353,87,0.896,0.0,0.00020482,0.9998
199,Existing Customer,57,M,2,Uneducated,Single,$40K - $60K,Blue,44,5,1,3,1914.0,718,531.0,0.985,4490,58,0.758,0.659,9.683e-05,0.9999
200,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,43,6,3,2,5997.0,660,5621.0,0.607,4222,67,0.608,0.132,0.00017386,0.99983
201,Existing Customer,54,F,4,High School,Single,Less than $40K,Blue,42,6,2,1,1874.0,1329,1138.0,0.803,3633,67,0.784,0.53,6.624e-05,0.99993
202,Existing Customer,55,M,2,Graduate,Married,$80K - $120K,Blue,45,5,3,0,1494.0,1212,466.0,0.712,1947,55,0.444,0.679,6.828e-05,0.99993
203,Existing Customer,60,F,1,Unknown,Single,Unknown,Blue,36,6,1,3,10789.0,659,8625.0,1.219,1621,37,1.429,0.08,0.00013152,0.99987
204,Existing Customer,57,M,4,Graduate,Single,$80K - $120K,Blue,45,4,3,3,17818.0,958,16249.0,1.6,1546,38,0.731,0.046,0.0003139,0.99969
205,Existing Customer,47,M,2,College,Single,$40K - $60K,Blue,43,4,1,1,5161.0,1808,3662.0,0.596,3969,64,0.789,0.358,3.22e-05,0.99997
206,Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,31,3,1,4,7961.0,1580,6919.0,1.243,3910,71,1.153,0.179,0.00015495,0.99985
207,Existing Customer,34,F,2,High School,Single,Unknown,Silver,18,2,4,1,30898.0,1337,30190.0,0.859,14557,115,0.834,0.042,0.00016066,0.99984
208,Existing Customer,56,M,2,High School,Married,$80K - $120K,Blue,44,6,2,3,9036.0,1655,7592.0,0.97,1325,34,0.531,0.17,0.00019411,0.99981
209,Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,40,3,2,2,2470.0,1223,734.0,0.68,3563,68,0.581,0.546,0.00011703,0.99988
210,Existing Customer,35,M,4,Unknown,Married,$60K - $80K,Blue,25,3,3,3,6823.0,0,6874.0,1.463,2126,33,1.135,0.0,0.00034674,0.99965
211,Existing Customer,48,F,3,Post-Graduate,Divorced,Less than $40K,Blue,36,1,3,2,2897.0,2469,845.0,0.764,5268,87,0.741,0.746,0.00023535,0.99976
212,Existing Customer,46,M,3,Graduate,Single,$120K +,Blue,34,5,5,3,5424.0,583,4770.0,0.546,1834,46,0.233,0.182,0.00034743,0.99965
213,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,35,4,3,4,1438.3,0,1438.3,0.547,4129,77,0.513,0.0,0.00052572,0.99947
214,Existing Customer,57,M,0,Post-Graduate,Single,$80K - $120K,Blue,48,6,1,0,11005.0,1588,19383.0,0.461,1460,48,0.4,0.084,2.355e-05,0.99998
215,Existing Customer,35,F,0,Graduate,Married,Less than $40K,Blue,21,5,4,0,2292.0,1512,825.0,0.644,1547,37,0.322,0.723,7.414e-05,0.99993
216,Existing Customer,33,F,2,Graduate,Married,$40K - $60K,Blue,24,4,1,1,3179.0,795,2652.0,0.673,2222,55,0.853,0.249,3.112e-05,0.99997
217,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,30,4,3,3,2445.0,0,2545.0,0.691,753,39,0.786,0.0,0.99683,0.00317458
218,Existing Customer,49,M,4,Uneducated,Married,$40K - $60K,Blue,45,5,3,4,5907.0,1692,3983.0,1.154,4307,62,0.712,0.23,0.0005948,0.99941
219,Existing Customer,37,M,5,Post-Graduate,Married,$120K +,Blue,31,6,3,1,6626.0,2349,5135.0,0.899,1693,40,0.722,0.268,0.00012389,0.99988
220,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,23,4,5,1,4177.0,1680,1700.0,0.609,3901,67,0.641,0.598,0.00013848,0.99986
221,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,30,5,1,3,1553.0,1051,593.0,1.082,2096,45,1.062,0.663,8.495e-05,0.99992
222,Existing Customer,33,M,1,College,Married,$80K - $120K,Blue,26,4,2,1,4396.0,770,3316.0,0.947,2474,61,0.855,0.246,6.263e-05,0.99994
223,Existing Customer,34,M,3,High School,Married,$80K - $120K,Silver,31,1,2,3,34516.0,2008,32013.0,1.208,2628,42,0.5,0.077,0.00017048,0.99983
224,Existing Customer,38,F,3,College,Married,Less than $40K,Blue,34,4,3,3,4981.0,1287,3423.0,1.187,1588,34,0.667,0.215,0.00030516,0.99969
225,Existing Customer,43,F,2,College,Single,$40K - $60K,Blue,33,4,3,3,1438.3,0,1438.3,0.823,5046,71,0.626,0.0,0.00030416,0.99969
226,Existing Customer,51,M,2,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,12194.0,0,12244.0,0.818,922,90,1.1,0.0,0.00019403,0.99981
227,Attrited Customer,58,M,2,High School,Single,$80K - $120K,Blue,51,2,2,2,29755.0,0,28874.0,0.716,16196,26,0.881,0.0,0.99241,0.00949
228,Existing Customer,37,F,3,Graduate,Single,Less than $40K,Blue,20,6,2,2,2682.0,1785,804.0,0.82,4118,97,0.741,0.696,0.00011811,0.99988
229,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,47,5,3,2,6346.0,600,5845.0,1.92,1508,23,1.5,0.136,0.00017987,0.99982
230,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,36,5,3,3,7987.0,769,6808.0,0.75,5222,73,0.735,0.143,0.00033355,0.99967
231,Attrited Customer,51,M,2,High School,Single,$40K - $60K,Blue,35,4,2,2,1686.0,1840,226.0,0.836,2942,41,0.548,0.811,0.99161,0.00739
232,Existing Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,36,6,3,2,2878.0,1158,1426.0,0.905,1405,28,1.033,0.447,0.00018665,0.99981
233,Existing Customer,55,M,4,Graduate,Single,$60K - $80K,Silver,43,1,2,1,34516.0,1610,32971.0,0.731,7594,83,0.951,0.045,9.191e-05,0.99991
234,Existing Customer,27,M,1,Uneducated,Single,$40K - $60K,Blue,18,4,1,2,3168.0,2430,2068.0,0.768,2011,56,0.44,0.589,5.315e-05,0.99995
235,Existing Customer,60,M,0,High School,Single,Less than $40K,Silver,50,5,4,3,18291.0,0,17780.0,0.889,3619,78,0.811,0.0,0.00025654,0.99974
236,Existing Customer,40,M,3,High School,Divorced,$120K +,Blue,36,3,3,2,4032.0,1133,3091.0,0.548,4656,68,0.645,0.215,0.00018145,0.99982
237,Attrited Customer,44,F,2,Uneducated,Divorced,Unknown,Blue,36,2,3,3,1665.0,0,1890.0,0.302,2775,41,0.6,0.0,0.9969,0.00310348
238,Existing Customer,38,M,2,High School,Married,$60K - $80K,Blue,29,6,2,5,3641.0,2517,1699.0,0.849,1623,31,0.609,0.605,0.00089799,0.9991
239,Existing Customer,38,M,3,Graduate,Single,$60K - $80K,Blue,28,6,3,3,17228.0,1796,15543.0,1.714,1537,43,0.87,0.105,0.00030256,0.9996
240,Attrited Customer,47,M,4,Unknown,Single,$80K - $120K,Blue,38,3,2,5,34516.0,0,34516.0,0.433,5111,56,0.687,0.0,0.99921,0.00079329
241,Existing Customer,44,M,1,Unknown,Single,$60K - $80K,Blue,37,3,3,2,3943.0,0,3794.0,0.836,2560,90,0.467,0.0,0.00019771,0.9998
242,Existing Customer,41,F,4,Graduate,Married,Less than $40K,Blue,39,3,3,2,2562.0,1863,237.0,0.898,5341,76,0.949,0.813,0.00018864,0.99981
243,Existing Customer,43,F,2,Doctorate,Divorced,Unknown,Blue,25,2,3,3,4656.0,0,4350.0,0.661,4274,74,0.794,0.0,0.00023422,0.99977
244,Attrited Customer,47,F,4,Uneducated,Married,Less than $40K,Blue,31,5,3,4,4408.0,0,4508.0,0.829,2028,34,0.789,0.0,0.99811,0.00188235
245,Attrited Customer,50,F,1,Graduate,Unknown,Less than $40K,Blue,32,2,5,4,6496.0,0,5425.0,0.481,2357,40,0.429,0.0,0.99863,0.00137471
246,Existing Customer,48,M,2,Post-Graduate,Married,$40K - $60K,Blue,38,3,2,1,16057.0,2517,13780.0,0.739,7499,86,0.625,0.244,7.201e-05,0.99993
247,Existing Customer,37,M,2,Graduate,Single,Less than $40K,Silver,36,4,2,2,12028.0,1648,10331.0,0.702,1590,34,0.619,0.12,0.00010374,0.9999
248,Existing Customer,38,F,1,Graduate,Single,$40K - $60K,Blue,30,6,4,3,2463.0,2058,615.0,0.794,4504,83,0.848,0.743,0.00033653,0.99966
249,Existing Customer,54,M,3,Unknown,Married,$80K - $120K,Blue,41,6,3,0,15264.0,2420,12760.0,0.93,1477,28,0.738,0.113,7.595e-05,0.99992
250,Existing Customer,59,F,0,Unknown,Single,Less than $40K,Blue,36,5,3,3,7074.0,0,7098.0,0.659,4148,70,0.594,0.0,0.00029739,0.9997
251,Existing Customer,32,M,1,Graduate,Married,$60K - $80K,Blue,36,1,2,3,4390.0,0,4460.0,0.619,4575,84,0.608,0.0,0.00017969,0.99982
252,Existing Customer,65,M,0,College,Single,$40K - $60K,Blue,56,3,2,3,6130.0,0,6224.0,0.708,4912,79,0.556,0.0,0.00015079,0.99985
253,Existing Customer,46,F,4,College,Divorced,$40K - $60K,Blue,30,5,2,3,4330.0,2224,2196.0,0.691,2121,53,0.695,0.521,0.00019517,0.9998
254,Existing Customer,40,F,5,High School,Married,Less than $40K,Blue,36,3,3,3,3489.0,1649,1064.0,0.798,4252,82,0.604,0.559,0.00030842,0.99969
255,Existing Customer,45,F,2,Unknown,Married,$40K - $60K,Blue,36,2,1,3,1492.0,999,622.0,0.721,4623,70,0.929,0.697,0.00010536,0.99989
256,Existing Customer,51,F,2,Graduate,Single,Unknown,Blue,27,4,3,3,8744.0,915,7774.0,0.504,4732,78,0.725,0.094,0.00030251,0.9997
257,Existing Customer,49,F,3,Unknown,Divorced,Less than $40K,Blue,41,4,2,2,2534.0,1565,853.0,0.665,1437,34,0.548,0.673,0.00012982,0.99987
258,Attrited Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,49,1,4,2,1646.0,458,1367.0,0.739,2375,53,0.517,0.191,0.9954,0.00239665
259,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,36,3,1,1,11134.0,1754,8493.0,0.645,4241,78,1.0,0.177,3.223e-05,0.99997
260,Existing Customer,41,F,3,High School,Single,Unknown,Silver,36,6,3,3,34516.0,2417,31029.0,0.674,2877,62,0.853,0.086,0.00027563,0.99972
261,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,45,3,1,3,1438.3,0,1438.3,0.763,4467,78,0.65,0.0,0.00010319,0.9999
262,Existing Customer,46,M,2,Graduate,Unknown,$60K - $80K,Blue,30,4,3,1,7179.0,0,6151.0,1.149,4095,76,1.114,0.0,0.00010852,0.99989
263,Existing Customer,36,F,3,Uneducated,Married,Unknown,Blue,18,5,1,2,2438.0,1584,854.0,0.583,4045,79,0.811,0.62,5.569e-05,0.99994
264,Existing Customer,40,M,3,High School,Single,$40K - $60K,Blue,26,6,2,2,4137.0,2283,1714.0,0.724,1975,41,1.0,0.588,0.00011485,0.99989
265,Existing Customer,61,M,0,Uneducated,Married,$60K - $80K,Blue,48,5,1,2,2497.0,2517,75.0,0.774,2070,43,0.758,0.949,4.819e-05,0.99995
266,Attrited Customer,41,M,4,Graduate,Married,Less than $40K,Blue,31,3,3,4,2491.0,1429,1096.0,0.889,2487,54,0.56,0.548,0.99819,0.00181217
267,Existing Customer,49,F,4,Unknown,Divorced,$40K - $60K,Blue,43,2,3,3,7858.0,2241,5316.0,0.711,4064,74,0.63,0.283,0.00034549,0.99965
268,Existing Customer,51,M,4,Graduate,Single,$60K - $80K,Blue,47,2,2,3,7314.0,923,6896.0,0.848,8286,85,0.631,0.102,0.00019144,0.99981
269,Existing Customer,52,M,3,Uneducated,Married,$60K - $80K,Blue,43,6,1,1,2592.0,675,1153.0,0.707,3823,78,1.021,0.458,3.947e-05,0.99996
270,Existing Customer,45,M,3,College,Married,$80K - $120K,Blue,37,3,3,3,17576.0,0,17540.0,0.789,3096,61,0.593,0.0,0.00030516,0.99969
271,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,44,6,3,2,1995.0,1727,118.0,0.929,4665,85,0.809,0.939,0.00017086,0.99983
272,Existing Customer,34,M,2,Graduate,Married,$60K - $80K,Blue,27,3,1,3,9053.0,1941,7706.0,0.833,1867,45,0.505,0.172,9.263e-05,0.99991
273,Existing Customer,30,F,0,High School,Unknown,Less than $40K,Blue,13,4,2,3,3539.0,1270,1703.0,0.814,3421,72,0.924,0.488,0.00015437,0.99985
274,Attrited Customer,54,F,2,High School,Single,Unknown,Blue,47,3,1,3,7243.0,0,7223.0,1.022,937,13,0.752,0.0,0.98442,0.01058
275,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,37,6,2,2,3022.0,2455,702.0,0.646,3997,74,0.615,0.709,0.00011942,0.99988
276,Attrited Customer,53,M,4,High School,Single,$120K +,Blue,41,3,3,5,5950.0,165,5836.0,0.539,2879,53,0.909,0.0,0.99918,0.0008195
277,Existing Customer,36,M,1,High School,Married,$80K - $120K,Blue,28,3,1,3,6450.0,2517,14300.0,0.726,1509,39,0.836,0.142,8.398e-05,0.99992
278,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,44,5,3,3,3867.0,2182,1150.0,0.798,3983,64,0.838,0.67,0.00030516,0.99969
279,Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,23,4,3,1,2404.0,1787,1275.0,1.475,2779,60,0.667,0.601,5.15e-05,0.99995
280,Attrited Customer,41,F,4,Uneducated,Married,Less than $40K,Blue,29,4,2,1,2139.0,0,2044.0,0.698,2319,40,0.358,0.0,0.99183,0.00817
281,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,39,4,2,1,2251.0,1312,1008.0,0.663,4353,72,0.633,0.542,6.249e-05,0.99994
282,Existing Customer,53,M,1,Graduate,Single,$120K +,Blue,36,3,2,4,20491.0,1450,19561.0,0.758,1770,55,0.883,0.061,0.00030652,0.99969
283,Attrited Customer,52,F,3,College,Single,Less than $40K,Blue,47,5,4,2,1649.0,1408,213.0,0.7,2603,42,0.5,0.883,0.99565,0.00435835
284,Existing Customer,28,F,0,Post-Graduate,Married,Less than $40K,Blue,36,5,1,3,2527.0,1353,350.0,1.421,2371,42,1.63,0.79,0.00014475,0.99986
285,Existing Customer,37,M,1,High School,Single,$40K - $60K,Blue,29,6,3,2,6319.0,1881,3226.0,0.783,4094,87,0.806,0.357,0.00016413,0.99984
286,Existing Customer,61,F,1,Post-Graduate,Single,Less than $40K,Blue,38,1,3,1,1438.3,0,1438.3,0.659,4821,74,0.824,0.0,0.00010087,0.9999
287,Existing Customer,60,F,0,High School,Married,Less than $40K,Silver,55,6,1,2,10539.0,697,9751.0,0.85,1398,33,0.833,0.085,1.813e-05,0.99998
288,Existing Customer,54,M,2,Uneducated,Single,$60K - $80K,Blue,35,3,1,3,16010.0,1000,15172.0,0.358,3633,56,1.074,0.068,9.524e-05,0.9999
289,Attrited Customer,48,F,4,Graduate,Single,Less than $40K,Blue,35,6,4,3,4262.0,0,4269.0,0.796,2158,54,0.647,0.0,0.99714,0.00286698
290,Existing Customer,48,F,5,Unknown,Married,Less than $40K,Blue,43,5,1,4,1638.0,877,960.0,0.686,3960,79,0.728,0.525,0.00018298,0.99982
291,Attrited Customer,52,M,3,Uneducated,Single,$120K +,Blue,46,3,4,5,4942.0,448,3943.0,1.064,1557,27,0.41,0.085,0.99917,0.00083374
292,Existing Customer,60,F,0,High School,Single,$40K - $60K,Blue,53,4,1,1,2864.0,2026,608.0,0.93,5328,85,0.683,0.866,3.52e-05,0.99996
293,Existing Customer,46,M,5,College,Unknown,$60K - $80K,Blue,38,1,3,3,8515.0,1049,6220.0,0.526,5140,77,0.751,0.136,0.00030846,0.99969
294,Existing Customer,44,F,2,Graduate,Married,$40K - $60K,Blue,44,5,2,2,2779.0,1413,1150.0,0.825,4382,73,0.95,0.538,0.00011382,0.99989
295,Existing Customer,40,M,3,High School,Single,$60K - $80K,Blue,23,2,1,0,23471.0,2517,20954.0,0.764,6293,85,0.781,0.124,1.695e-05,0.99999
296,Existing Customer,55,M,2,Graduate,Married,$120K +,Blue,46,6,2,5,9186.0,2197,6817.0,0.969,2510,59,1.308,0.209,0.00056198,0.99944
297,Existing Customer,29,M,0,College,Single,Less than $40K,Blue,19,6,2,4,1448.0,0,1478.0,0.651,2461,54,0.836,0.0,0.00028173,0.99972
298,Existing Customer,52,F,4,Unknown,Single,Less than $40K,Blue,37,5,2,2,3432.0,2099,1409.0,0.743,4313,66,0.445,0.618,0.00012143,0.99988
299,Existing Customer,49,M,2,Unknown,Single,$80K - $120K,Blue,43,6,3,3,32681.0,0,32210.0,0.875,3699,76,0.757,0.0,0.00030251,0.9997
300,Existing Customer,54,F,4,High School,Married,Unknown,Blue,36,2,3,3,7551.0,1850,5540.0,0.913,4044,61,0.815,0.235,0.00020244,0.9997
301,Attrited Customer,40,M,3,High School,Single,$80K - $120K,Blue,38,3,3,3,2625.0,1392,1003.0,0.758,2126,43,0.46,0.611,0.99681,0.00369778
302,Existing Customer,39,F,3,High School,Married,Unknown,Blue,30,3,1,3,3065.0,1760,1835.0,1.26,1771,48,0.617,0.589,9.344e-05,0.99991
303,Existing Customer,51,M,3,Uneducated,Divorced,$80K - $120K,Blue,36,4,3,3,31772.0,2078,29370.0,0.888,1183,35,0.55,0.063,0.00031199,0.99969
304,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,3,1,4,2462.0,1592,156.0,0.709,1393,36,1.0,0.86,0.00016399,0.99984
305,Existing Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43,2,3,1,2674.0,2361,310.0,0.696,4449,64,0.509,0.895,0.00011256,0.99989
306,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,32,2,1,1,14274.0,2037,12335.0,0.604,4283,95,0.581,0.169,3.221e-05,0.99997
307,Existing Customer,43,M,3,Graduate,Single,$60K - $80K,Blue,32,3,1,5,26704.0,1430,25509.0,0.774,2264,47,0.658,0.025,0.00033886,0.99966
308,Existing Customer,39,F,2,High School,Unknown,Less than $40K,Blue,32,4,4,2,3006.0,1262,1884.0,0.928,4246,62,0.65,0.367,0.00021165,0.99979
309,Existing Customer,46,F,4,Graduate,Single,Unknown,Blue,38,5,3,0,11032.0,1708,9252.0,0.728,1430,42,0.775,0.12,6.408e-05,0.99994
310,Attrited Customer,42,F,4,College,Divorced,Less than $40K,Blue,36,5,3,2,7774.0,557,7595.0,0.882,8500,74,0.933,0.094,0.99345,0.00555
311,Existing Customer,47,M,3,Uneducated,Married,$60K - $80K,Blue,40,4,2,1,11515.0,1538,10824.0,0.727,3946,76,1.053,0.094,7.37e-05,0.99993
312,Existing Customer,38,M,3,Unknown,Married,Less than $40K,Silver,28,3,3,2,16837.0,2517,13275.0,0.741,7486,81,0.737,0.16,0.00019794,0.9998
313,Existing Customer,63,M,1,Uneducated,Single,$40K - $60K,Blue,50,4,3,3,13834.0,0,13739.0,1.021,4623,69,0.785,0.0,0.00029411,0.99971
314,Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,38,1,2,3,3177.0,1817,1056.0,0.76,1989,31,0.667,0.679,0.99498,0.00502
315,Existing Customer,47,F,5,High School,Married,Unknown,Blue,36,1,3,0,17713.0,2088,15151.0,0.66,1590,24,0.656,0.146,6.683e-05,0.99993
316,Attrited Customer,41,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30,6,3,4,3922.0,2517,1046.0,0.645,2725,46,0.536,0.638,0.99824,0.00276146
317,Existing Customer,34,F,2,Unknown,Married,Unknown,Blue,23,4,2,3,2866.0,1265,2031.0,0.675,1961,47,0.464,0.452,0.00021042,0.99979
318,Existing Customer,44,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,3,3,2667.0,875,1330.0,0.582,3900,68,0.818,0.404,0.00034375,0.99966
319,Existing Customer,43,F,1,Graduate,Married,$40K - $60K,Blue,31,3,2,2,4718.0,846,4082.0,0.962,4984,78,0.75,0.256,0.00010684,0.99989
320,Existing Customer,36,M,2,High School,Single,$60K - $80K,Blue,36,4,3,5,18988.0,929,18929.0,0.558,2897,64,0.64,0.027,0.00096765,0.99914
321,Existing Customer,49,F,2,Unknown,Married,Less than $40K,Blue,36,5,1,3,2727.0,1560,1311.0,1.651,3134,51,0.76,0.542,0.00010183,0.9999
322,Existing Customer,48,F,4,Graduate,Single,$40K - $60K,Blue,42,4,1,3,1438.3,0,1438.3,0.843,4581,74,0.811,0.0,9.769e-05,0.9999
323,Existing Customer,45,F,3,High School,Married,$40K - $60K,Blue,39,5,3,3,2156.0,1250,790.0,0.481,1134,37,0.4,0.697,0.00030516,0.99969
324,Existing Customer,37,M,3,Unknown,Divorced,$120K +,Blue,23,6,1,2,4917.0,1426,3393.0,0.68,3095,46,0.8,0.293,6.382e-05,0.99994
